by_group,choice,value,n,question,text,group,Likert score
Other,Somewhat agree,0.2,30002,Q69_8,I think I would be happier if I... - Had a better job,religion,4
Other,Strongly agree,0.24,30002,Q69_8,I think I would be happier if I... - Had a better job,religion,5
Other,Don't know,0.02,30002,Q69_8,I think I would be happier if I... - Had a better job,religion,Don't know
Other,Strongly disagree,0.11,30229,Q69_8,I think I would be happier if I... - Had a better job,vote,1
Other,Somewhat disagree,0.1,30229,Q69_8,I think I would be happier if I... - Had a better job,vote,2
Other,Neutral,0.3,30229,Q69_8,I think I would be happier if I... - Had a better job,vote,3
Other,Somewhat agree,0.23,30229,Q69_8,I think I would be happier if I... - Had a better job,vote,4
Other,Strongly agree,0.23,30229,Q69_8,I think I would be happier if I... - Had a better job,vote,5
Other,Don't know,0.04,30229,Q69_8,I think I would be happier if I... - Had a better job,vote,Don't know
Other (all),Strongly disagree,0.13,30229,Q69_8,I think I would be happier if I... - Had a better job,chinese_australian,1
Other (all),Somewhat disagree,0.12,30229,Q69_8,I think I would be happier if I... - Had a better job,chinese_australian,2
Other (all),Neutral,0.31,30229,Q69_8,I think I would be happier if I... - Had a better job,chinese_australian,3
Other (all),Somewhat agree,0.21,30229,Q69_8,I think I would be happier if I... - Had a better job,chinese_australian,4
Other (all),Strongly agree,0.19,30229,Q69_8,I think I would be happier if I... - Had a better job,chinese_australian,5
Other (all),Don't know,0.04,30229,Q69_8,I think I would be happier if I... - Had a better job,chinese_australian,Don't know
Outer Metro,Strongly disagree,0.12,30229,Q69_8,I think I would be happier if I... - Had a better job,region,1
Outer Metro,Somewhat disagree,0.12,30229,Q69_8,I think I would be happier if I... - Had a better job,region,2
Outer Metro,Neutral,0.32,30229,Q69_8,I think I would be happier if I... - Had a better job,region,3
Outer Metro,Somewhat agree,0.21,30229,Q69_8,I think I would be happier if I... - Had a better job,region,4
Outer Metro,Strongly agree,0.19,30229,Q69_8,I think I would be happier if I... - Had a better job,region,5
Outer Metro,Don't know,0.04,30229,Q69_8,I think I would be happier if I... - Had a better job,region,Don't know
Overall,Strongly disagree,0.13,30229,Q69_8,I think I would be happier if I... - Had a better job,overall,1
Overall,Somewhat disagree,0.11,30229,Q69_8,I think I would be happier if I... - Had a better job,overall,2
Overall,Neutral,0.31,30229,Q69_8,I think I would be happier if I... - Had a better job,overall,3
Overall,Somewhat agree,0.21,30229,Q69_8,I think I would be happier if I... - Had a better job,overall,4
Overall,Strongly agree,0.2,30229,Q69_8,I think I would be happier if I... - Had a better job,overall,5
Overall,Don't know,0.04,30229,Q69_8,I think I would be happier if I... - Had a better job,overall,Don't know
Protestant,Strongly disagree,0.15,30002,Q69_8,I think I would be happier if I... - Had a better job,religion,1
Protestant,Somewhat disagree,0.12,30002,Q69_8,I think I would be happier if I... - Had a better job,religion,2
Protestant,Neutral,0.35,30002,Q69_8,I think I would be happier if I... - Had a better job,religion,3
Protestant,Somewhat agree,0.17,30002,Q69_8,I think I would be happier if I... - Had a better job,religion,4
Protestant,Strongly agree,0.13,30002,Q69_8,I think I would be happier if I... - Had a better job,religion,5
Protestant,Don't know,0.08,30002,Q69_8,I think I would be happier if I... - Had a better job,religion,Don't know
Queensland,Strongly disagree,0.14,30229,Q69_8,I think I would be happier if I... - Had a better job,state,1
Queensland,Somewhat disagree,0.13,30229,Q69_8,I think I would be happier if I... - Had a better job,state,2
Queensland,Neutral,0.32,30229,Q69_8,I think I would be happier if I... - Had a better job,state,3
Queensland,Somewhat agree,0.17,30229,Q69_8,I think I would be happier if I... - Had a better job,state,4
Queensland,Strongly agree,0.2,30229,Q69_8,I think I would be happier if I... - Had a better job,state,5
Queensland,Don't know,0.05,30229,Q69_8,I think I would be happier if I... - Had a better job,state,Don't know
Regional,Strongly disagree,0.13,30229,Q69_8,I think I would be happier if I... - Had a better job,region,1
Regional,Somewhat disagree,0.11,30229,Q69_8,I think I would be happier if I... - Had a better job,region,2
Regional,Neutral,0.36,30229,Q69_8,I think I would be happier if I... - Had a better job,region,3
Regional,Somewhat agree,0.2,30229,Q69_8,I think I would be happier if I... - Had a better job,region,4
Regional,Strongly agree,0.15,30229,Q69_8,I think I would be happier if I... - Had a better job,region,5
Regional,Don't know,0.05,30229,Q69_8,I think I would be happier if I... - Had a better job,region,Don't know
Rural,Strongly disagree,0.16,30229,Q69_8,I think I would be happier if I... - Had a better job,region,1
Rural,Somewhat disagree,0.11,30229,Q69_8,I think I would be happier if I... - Had a better job,region,2
Rural,Neutral,0.36,30229,Q69_8,I think I would be happier if I... - Had a better job,region,3
Rural,Somewhat agree,0.17,30229,Q69_8,I think I would be happier if I... - Had a better job,region,4
Rural,Strongly agree,0.15,30229,Q69_8,I think I would be happier if I... - Had a better job,region,5
Rural,Don't know,0.05,30229,Q69_8,I think I would be happier if I... - Had a better job,region,Don't know
South Australia,Strongly disagree,0.12,30229,Q69_8,I think I would be happier if I... - Had a better job,state,1
South Australia,Somewhat disagree,0.12,30229,Q69_8,I think I would be happier if I... - Had a better job,state,2
South Australia,Neutral,0.31,30229,Q69_8,I think I would be happier if I... - Had a better job,state,3
South Australia,Somewhat agree,0.18,30229,Q69_8,I think I would be happier if I... - Had a better job,state,4
South Australia,Strongly agree,0.22,30229,Q69_8,I think I would be happier if I... - Had a better job,state,5
South Australia,Don't know,0.05,30229,Q69_8,I think I would be happier if I... - Had a better job,state,Don't know
Tasmania,Strongly disagree,0.15,30229,Q69_8,I think I would be happier if I... - Had a better job,state,1
Tasmania,Somewhat disagree,0.1,30229,Q69_8,I think I would be happier if I... - Had a better job,state,2
Tasmania,Neutral,0.36,30229,Q69_8,I think I would be happier if I... - Had a better job,state,3
Tasmania,Somewhat agree,0.21,30229,Q69_8,I think I would be happier if I... - Had a better job,state,4
Tasmania,Strongly agree,0.13,30229,Q69_8,I think I would be happier if I... - Had a better job,state,5
Tasmania,Don't know,0.05,30229,Q69_8,I think I would be happier if I... - Had a better job,state,Don't know
Victoria,Strongly disagree,0.12,30229,Q69_8,I think I would be happier if I... - Had a better job,state,1
Victoria,Somewhat disagree,0.12,30229,Q69_8,I think I would be happier if I... - Had a better job,state,2
Victoria,Neutral,0.29,30229,Q69_8,I think I would be happier if I... - Had a better job,state,3
Victoria,Somewhat agree,0.23,30229,Q69_8,I think I would be happier if I... - Had a better job,state,4
Victoria,Strongly agree,0.21,30229,Q69_8,I think I would be happier if I... - Had a better job,state,5
Victoria,Don't know,0.04,30229,Q69_8,I think I would be happier if I... - Had a better job,state,Don't know
Western Australia,Strongly disagree,0.14,30229,Q69_8,I think I would be happier if I... - Had a better job,state,1
Western Australia,Somewhat disagree,0.11,30229,Q69_8,I think I would be happier if I... - Had a better job,state,2
Western Australia,Neutral,0.32,30229,Q69_8,I think I would be happier if I... - Had a better job,state,3
Western Australia,Somewhat agree,0.22,30229,Q69_8,I think I would be happier if I... - Had a better job,state,4
Western Australia,Strongly agree,0.18,30229,Q69_8,I think I would be happier if I... - Had a better job,state,5
Western Australia,Don't know,0.03,30229,Q69_8,I think I would be happier if I... - Had a better job,state,Don't know
White,Strongly disagree,0.14,29998,Q69_8,I think I would be happier if I... - Had a better job,european,1
White,Somewhat disagree,0.12,29998,Q69_8,I think I would be happier if I... - Had a better job,european,2
White,Neutral,0.32,29998,Q69_8,I think I would be happier if I... - Had a better job,european,3
White,Somewhat agree,0.21,29998,Q69_8,I think I would be happier if I... - Had a better job,european,4
White,Strongly agree,0.17,29998,Q69_8,I think I would be happier if I... - Had a better job,european,5
White,Don't know,0.04,29998,Q69_8,I think I would be happier if I... - Had a better job,european,Don't know
Women,Strongly disagree,0.14,30229,Q69_8,I think I would be happier if I... - Had a better job,sex,1
Women,Somewhat disagree,0.11,30229,Q69_8,I think I would be happier if I... - Had a better job,sex,2
Women,Neutral,0.3,30229,Q69_8,I think I would be happier if I... - Had a better job,sex,3
Women,Somewhat agree,0.21,30229,Q69_8,I think I would be happier if I... - Had a better job,sex,4
Women,Strongly agree,0.2,30229,Q69_8,I think I would be happier if I... - Had a better job,sex,5
Women,Don't know,0.04,30229,Q69_8,I think I would be happier if I... - Had a better job,sex,Don't know
$0 to $599 per week,Strongly disagree,0.09,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,1
$0 to $599 per week,Somewhat disagree,0.08,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,2
$0 to $599 per week,Neutral,0.17,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,3
$0 to $599 per week,Somewhat agree,0.33,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,4
$0 to $599 per week,Strongly agree,0.3,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,5
$0 to $599 per week,Don't know,0.02,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,Don't know
"$1,000 to 1,499 per week",Strongly disagree,0.05,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,1
"$1,000 to 1,499 per week",Somewhat disagree,0.07,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,2
"$1,000 to 1,499 per week",Neutral,0.14,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,3
"$1,000 to 1,499 per week",Somewhat agree,0.37,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,4
"$1,000 to 1,499 per week",Strongly agree,0.37,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,5
"$1,000 to 1,499 per week",Don't know,0.01,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,Don't know
"$1,500 to $2,499 per week",Strongly disagree,0.04,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,1
"$1,500 to $2,499 per week",Somewhat disagree,0.07,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,2
"$1,500 to $2,499 per week",Neutral,0.13,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,3
"$1,500 to $2,499 per week",Somewhat agree,0.35,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,4
"$1,500 to $2,499 per week",Strongly agree,0.41,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,5
"$1,500 to $2,499 per week",Don't know,0,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,Don't know
"$2,500 to $2,999 per week",Strongly disagree,0.04,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,1
"$2,500 to $2,999 per week",Somewhat disagree,0.08,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,2
"$2,500 to $2,999 per week",Neutral,0.12,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,3
"$2,500 to $2,999 per week",Somewhat agree,0.35,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,4
"$2,500 to $2,999 per week",Strongly agree,0.4,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,5
"$2,500 to $2,999 per week",Don't know,0,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,Don't know
"$3,000 or more per week",Strongly disagree,0.03,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,1
"$3,000 or more per week",Somewhat disagree,0.07,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,2
"$3,000 or more per week",Neutral,0.1,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,3
"$3,000 or more per week",Somewhat agree,0.4,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,4
"$3,000 or more per week",Strongly agree,0.39,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,5
"$3,000 or more per week",Don't know,0,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,Don't know
"$600 to $1,000 per week",Strongly disagree,0.05,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,1
"$600 to $1,000 per week",Somewhat disagree,0.1,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,2
"$600 to $1,000 per week",Neutral,0.18,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,3
"$600 to $1,000 per week",Somewhat agree,0.33,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,4
"$600 to $1,000 per week",Strongly agree,0.32,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,5
"$600 to $1,000 per week",Don't know,0.01,23583,Q69_9,I think I would be happier if I... - Travelled more often,income,Don't know
18-24,Strongly disagree,0.02,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,1
18-24,Somewhat disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,2
18-24,Neutral,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,3
18-24,Somewhat agree,0.4,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,4
18-24,Strongly agree,0.44,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,5
18-24,Don't know,0,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,Don't know
25-29,Strongly disagree,0.03,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,1
25-29,Somewhat disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,2
25-29,Neutral,0.1,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,3
25-29,Somewhat agree,0.32,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,4
25-29,Strongly agree,0.46,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,5
25-29,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,Don't know
30-39,Strongly disagree,0.03,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,1
30-39,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,2
30-39,Neutral,0.11,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,3
30-39,Somewhat agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,4
30-39,Strongly agree,0.43,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,5
30-39,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,Don't know
40-49,Strongly disagree,0.03,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,1
40-49,Somewhat disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,2
40-49,Neutral,0.11,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,3
40-49,Somewhat agree,0.39,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,4
40-49,Strongly agree,0.41,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,5
40-49,Don't know,0,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,Don't know
50-64,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,1
50-64,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,2
50-64,Neutral,0.15,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,3
50-64,Somewhat agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,4
50-64,Strongly agree,0.33,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,5
50-64,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,Don't know
65-74,Strongly disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,1
65-74,Somewhat disagree,0.09,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,2
65-74,Neutral,0.22,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,3
65-74,Somewhat agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,4
65-74,Strongly agree,0.24,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,5
65-74,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,Don't know
75+,Strongly disagree,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,1
75+,Somewhat disagree,0.13,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,2
75+,Neutral,0.22,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,3
75+,Somewhat agree,0.31,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,4
75+,Strongly agree,0.18,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,5
75+,Don't know,0.03,30336,Q69_9,I think I would be happier if I... - Travelled more often,age2,Don't know
Abroad,Strongly disagree,0.05,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,1
Abroad,Somewhat disagree,0.07,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,2
Abroad,Neutral,0.15,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,3
Abroad,Somewhat agree,0.35,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,4
Abroad,Strongly agree,0.37,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,5
Abroad,Don't know,0.01,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,Don't know
ALP,Strongly disagree,0.04,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,1
ALP,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,2
ALP,Neutral,0.12,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,3
ALP,Somewhat agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,4
ALP,Strongly agree,0.4,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,5
ALP,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,Don't know
arrived 10 years ago or less,Strongly disagree,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,1
arrived 10 years ago or less,Somewhat disagree,0.03,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,2
arrived 10 years ago or less,Neutral,0.1,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,3
arrived 10 years ago or less,Somewhat agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,4
arrived 10 years ago or less,Strongly agree,0.5,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,5
arrived 10 years ago or less,Don't know,0,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,Don't know
arrived more than 10 years ago,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,1
arrived more than 10 years ago,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,2
arrived more than 10 years ago,Neutral,0.16,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,3
arrived more than 10 years ago,Somewhat agree,0.35,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,4
arrived more than 10 years ago,Strongly agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,5
arrived more than 10 years ago,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,Don't know
Australia,Strongly disagree,0.05,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,1
Australia,Somewhat disagree,0.07,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,2
Australia,Neutral,0.13,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,3
Australia,Somewhat agree,0.38,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,4
Australia,Strongly agree,0.36,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,5
Australia,Don't know,0.01,30257,Q69_9,I think I would be happier if I... - Travelled more often,birth_country,Don't know
Australian born,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,1
Australian born,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,2
Australian born,Neutral,0.13,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,3
Australian born,Somewhat agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,4
Australian born,Strongly agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,5
Australian born,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,immigrant,Don't know
Australian Capital Territory,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,1
Australian Capital Territory,Somewhat disagree,0.04,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,2
Australian Capital Territory,Neutral,0.13,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,3
Australian Capital Territory,Somewhat agree,0.32,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,4
Australian Capital Territory,Strongly agree,0.45,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,5
Australian Capital Territory,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,Don't know
Bachelor degree,Strongly disagree,0.04,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,1
Bachelor degree,Somewhat disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,2
Bachelor degree,Neutral,0.13,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,3
Bachelor degree,Somewhat agree,0.37,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,4
Bachelor degree,Strongly agree,0.39,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,5
Bachelor degree,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,Don't know
Catholic,Strongly disagree,0.03,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,1
Catholic,Somewhat disagree,0.05,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,2
Catholic,Neutral,0.13,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,3
Catholic,Somewhat agree,0.37,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,4
Catholic,Strongly agree,0.4,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,5
Catholic,Don't know,0.01,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,Don't know
Certificate or diploma,Strongly disagree,0.04,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,1
Certificate or diploma,Somewhat disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,2
Certificate or diploma,Neutral,0.13,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,3
Certificate or diploma,Somewhat agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,4
Certificate or diploma,Strongly agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,5
Certificate or diploma,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,Don't know
Chinese-Australian,Strongly disagree,0.02,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,1
Chinese-Australian,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,2
Chinese-Australian,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,3
Chinese-Australian,Somewhat agree,0.4,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,4
Chinese-Australian,Strongly agree,0.37,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,5
Chinese-Australian,Don't know,0,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,Don't know
English,Strongly disagree,0.05,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,1
English,Somewhat disagree,0.07,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,2
English,Neutral,0.14,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,3
English,Somewhat agree,0.37,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,4
English,Strongly agree,0.35,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,5
English,Don't know,0.01,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,Don't know
Graduate degree,Strongly disagree,0.04,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,1
Graduate degree,Somewhat disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,2
Graduate degree,Neutral,0.15,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,3
Graduate degree,Somewhat agree,0.35,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,4
Graduate degree,Strongly agree,0.37,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,5
Graduate degree,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,Don't know
Greens,Strongly disagree,0.04,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,1
Greens,Somewhat disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,2
Greens,Neutral,0.12,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,3
Greens,Somewhat agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,4
Greens,Strongly agree,0.42,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,5
Greens,Don't know,0,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,Don't know
High school or below,Strongly disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,1
High school or below,Somewhat disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,2
High school or below,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,3
High school or below,Somewhat agree,0.37,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,4
High school or below,Strongly agree,0.34,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,5
High school or below,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,education,Don't know
Inner Metro,Strongly disagree,0.04,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,1
Inner Metro,Somewhat disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,2
Inner Metro,Neutral,0.12,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,3
Inner Metro,Somewhat agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,4
Inner Metro,Strongly agree,0.39,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,5
Inner Metro,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,Don't know
LNP,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,1
LNP,Somewhat disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,2
LNP,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,3
LNP,Somewhat agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,4
LNP,Strongly agree,0.33,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,5
LNP,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,Don't know
Men,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,1
Men,Somewhat disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,2
Men,Neutral,0.15,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,3
Men,Somewhat agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,4
Men,Strongly agree,0.33,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,5
Men,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,Don't know
New South Wales,Strongly disagree,0.04,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,1
New South Wales,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,2
New South Wales,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,3
New South Wales,Somewhat agree,0.37,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,4
New South Wales,Strongly agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,5
New South Wales,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,Don't know
No religion,Strongly disagree,0.05,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,1
No religion,Somewhat disagree,0.07,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,2
No religion,Neutral,0.12,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,3
No religion,Somewhat agree,0.36,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,4
